里程碑编号,里程碑名称,任务编号,任务名称,责任人,执行人,工作项状态,计划开始时间,计划完成时间,计划工期,备注,实际开始时间,实际完成时间,实际工期
4.3.1.3,卫检设备工程,4.3.1.3.1.2.1,证件阅读器（2 套）,谢佳友,陈涛,逾期,,,,,,,
4.3.1.4,土建工程,4.3.1.4,土建工程,谢佳友,陈涛,延期,2025-12-05,2025-12-31,27,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.1,核辐射检测系统（通道式）（6 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.2,MVCM1011 V2红外成像测温仪（ 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.3,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.4,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-右主边（3 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.5,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-左主边（3 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.6,MVCUS1367-D海关手提行李风险拦截通道-中副边（3 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.7,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.8,核辐射检测系统（通道式）（ 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.9,MVCM1022-065X射线检查系统（双视角）（6 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.10,MVCM1022-065X射线检查系统（双视角）-包装木托（6 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.11,工控机（6 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.12,X光机结构件补件（1 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.1.13,MVCM1011 V2红外成像测温仪（6 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.1,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.2,核辐射检测系统（通道式）（4 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.3,MVCM1011 V2红外成像测温仪（ 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.4,MVCM1011 V2红外成像测温仪（4 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.5,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.2.6,核辐射检测系统（通道式）（ 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.3,海关智慧通关平台软件 1.00 套,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.4,海关申报自助终端（含申报信息校准容错功能） 4.00 台,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.5,健康咨询台 1.00 套,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.6.1,MVCUS1310-A5海关查验申报台（1 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.7.1,MVCUS1320-A5海关行李开包查验台（1 台）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.7.2,MVCUS1320-A5海关行李开包查验台-指示牌结构（1 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.7.3,透明强力双面胶（6 张）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.8,海关申报台 1.00 套,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.9.1,MVCUS1321-C5海关专用填卡台（1 套）,,,逾期,,,,,,,
6.1.1.1,卫生检疫及行李查验,6.1.1.1.10.1,MVCUS1330-B4海关自愿放弃物品投放箱（1 台）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.1.1,智能上锁机（ 套）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.2.1,MVCM1022-100（双视角）X射线检测系统（1 套）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.2.2,X光机操作台（1 套）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.2.3,MVCM1022-100 （双视角）X光机木箱（ 套）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.2.4,工控机（1 台）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.2.5,MVCM1022-100 （双视角）X光机木托（ 套）,,,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.3.1,光电开关（接线）（3 个）,,杨智,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.3.2,反射板（3 块）,,杨智,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.3.3,智能上锁机补件（1 套）,,杨智,逾期,,,,,,,
6.1.1.2,入境托运行李先期机检系统,6.1.1.2.4.1,智能上锁机（1 套）,,,逾期,,,,,,,
6.1.1.3,智能行李拦截服务平台,6.1.1.3.1,人脸识别系统软件 1.00 套,,,逾期,,,,,,,
6.1.1.4,集中审图系统升级,6.1.1.4.1,集中审图升级 1.00 套,,,逾期,,,,,,,
6.1.1.5,信息发布系统,6.1.1.5,信息发布系统,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.6,远程查验系统,6.1.1.6.1,远程查验系统软件 1.00 套,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.6,远程查验系统,6.1.1.6.2,“中心”远程查验工作站 1.00 台,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
6.1.1.6,远程查验系统,6.1.1.6.3.1,MVCUS1315-C 海关行李智能查验台（带翻译机）（3 套）,,,逾期,,,,,,,
6.1.1.6,远程查验系统,6.1.1.6.3.2,MVCUS1315-C 海关行李智能查验台-胶垫（ 件）,,,逾期,,,,,,,
6.1.1.7,海关智能库管系统,6.1.1.7.1,系统软件 1.00 套,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.1.8,其他,6.1.1.8.1,系统整体调试 1.00 系统,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.3.1,卫检设备,6.1.3.1.1,智能流调设备 3.00 台,胡军会,董显浩,延期,2025-12-01,2025-12-31,31,,,,
6.1.3.1,卫检设备,6.1.3.1.2.1,证件阅读器（2 套）,,,逾期,,,,,,,
7.1.1.1,配电箱2-3nALEuL3e301 1.00 台,7.1.1.1,配电箱2-3nALEuL3e301 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.2,配电箱2-3nALEuL3e302 1.00 台,7.1.1.2,配电箱2-3nALEuL3e302 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.3,配电箱2-3nALEuL3e301.1 1.00 台,7.1.1.3,配电箱2-3nALEuL3e301.1 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.4,金属线槽200x50 315.26 m,7.1.1.4.1,热镀锌桥架（315 米）,,杨智,逾期,,,,,,,
7.1.1.5,支架制作安装 764.00 kg,7.1.1.5,支架制作安装 764.00 kg,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.6,配管SC80 100.00 m,7.1.1.6.1,金属圆管（100 米）,,杨智,逾期,,,,,,,
7.1.1.7,配管SC40 169.35 m,7.1.1.7.1,金属圆管（170 米）,,杨智,逾期,,,,,,,
7.1.1.8,配管SC20 862.40 m,7.1.1.8.1,镀锌钢管（862 米）,,杨智,逾期,,,,,,,
7.1.1.9,配管JDG20 73.43 m,7.1.1.9.1,金属镀锌穿线管（73 米）,,杨智,逾期,,,,,,,
7.1.1.10,配管JDG25 36.30 m,7.1.1.10.1,金属镀锌穿线管（36 米）,,杨智,逾期,,,,,,,
7.1.1.11,送配电装置系统调试1KV 4.00 系统,7.1.1.11,送配电装置系统调试1KV 4.00 系统,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.12,电力电缆WDZB1-YJY-0.6/1KV-4x95+1x50mm2 400.00 m,7.1.1.12,电力电缆WDZB1-YJY-0.6/1KV-4x95+1x50mm2 400.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.13,电力电缆WDZB1-YJY-0.6/1KV-5*10mm2 20.00 m,7.1.1.13,电力电缆WDZB1-YJY-0.6/1KV-5*10mm2 20.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.14,室内冷缩铜芯电缆头(截面积120mm2以下) 8.00 个,7.1.1.14,室内冷缩铜芯电缆头(截面积120mm2以下) 8.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.15,室内干包铜芯电缆头(截面积10mm2以下) 4.00 个,7.1.1.15,室内干包铜芯电缆头(截面积10mm2以下) 4.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.16,配线WDZB1-BYJ-25 150.81 m,7.1.1.16,配线WDZB1-BYJ-25 150.81 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.17,配线WDZB1-BYJ-16 75.41 m,7.1.1.17,配线WDZB1-BYJ-16 75.41 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.18,配线WDZB1-BYJ-10 725.95 m,7.1.1.18,配线WDZB1-BYJ-10 725.95 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.19,配线WDZB1-BYJ-6 2089.26 m,7.1.1.19,配线WDZB1-BYJ-6 2089.26 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.20,配线WDZB1-BYJ-4 17549.47 m,7.1.1.20,配线WDZB1-BYJ-4 17549.47 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.21,配线WDZB1-BYJ-2.5 739.88 m,7.1.1.21,配线WDZB1-BYJ-2.5 739.88 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.22,配线WDZB1-BYJ-1.5 739.88 m,7.1.1.22,配线WDZB1-BYJ-1.5 739.88 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.23,配线WDZC-BYJ-4 240.30 m,7.1.1.23,配线WDZC-BYJ-4 240.30 m,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,甲方品牌库：重庆泰山电缆有限公司、重庆鸽牌电线电缆有限公司、渝丰科技股份有限公司,,,
7.1.1.24,暗装外接电源接线端子盒 3.00 个,7.1.1.24.1,机房装修工程（1 项）,,杨智,逾期,,,,,,,
7.1.1.25,"单相二极加三极插座250V,10A 55.00 个",7.1.1.25,"单相二极加三极插座250V,10A 55.00 个",彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.26,"单联跷板开关250V,10A 2.00 个",7.1.1.26,"单联跷板开关250V,10A 2.00 个",彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.27,"双联跷板开关250V,10A 1.00 个",7.1.1.27,"双联跷板开关250V,10A 1.00 个",彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.1.28,LED一体化支架灯 8.00 套,7.1.1.28,LED一体化支架灯 8.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-26,26,,,,
7.1.2.1,基站空调UAC5.0 2.00 台,7.1.2.1,基站空调UAC5.0 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.2.2,基站空调UAC3.0 2.00 台,7.1.2.2,基站空调UAC3.0 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.1,核辐射检测系统（通道式）（6 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.2,MVCM1011 V2红外成像测温仪（ 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.3,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.4,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-右主边（3 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.5,MVCUS1367-D(S)V3海关手提行李风险拦截通道（单通道）-左主边（3 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.6,MVCUS1367-D海关手提行李风险拦截通道-中副边（3 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.7,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.8,核辐射检测系统（通道式）（ 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.9,MVCM1022-065X射线检查系统（双视角）（6 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.10,MVCM1022-065X射线检查系统（双视角）-包装木托（6 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.11,工控机（6 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.12,X光机结构件补件（1 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.1.13,MVCM1011 V2红外成像测温仪（6 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.1,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.2,核辐射检测系统（通道式）（4 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.3,MVCM1011 V2红外成像测温仪（ 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.4,MVCM1011 V2红外成像测温仪（4 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.5,MVCM1011 V2红外成像测温仪模组（ 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.2.6,核辐射检测系统（通道式）（ 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.3,一体查验通道应用服务器 2.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.4,海关智慧通关平台软件 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.5,红外NVR存储 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、华为,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.6,海关申报自助终端（含申报信息校准容错功能） 4.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.7,硬隔离 5.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.8,健康咨询台 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.9.1,MVCUS1310-A5海关查验申报台（1 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.10.1,MVCUS1320-A5海关行李开包查验台（1 台）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.10.2,MVCUS1320-A5海关行李开包查验台-指示牌结构（1 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.10.3,透明强力双面胶（6 张）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.11,海关申报台 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.12,查验工作站 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.13.1,MVCUS1321-C5海关专用填卡台（1 套）,,,逾期,,,,,,,
7.1.3.1,卫生检疫及行李查验,7.1.3.1.14.1,MVCUS1330-B4海关自愿放弃物品投放箱（1 台）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.1.1,智能上锁机（ 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.2.1,MVCM1022-100（双视角）X射线检测系统（1 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.2.2,X光机操作台（1 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.2.3,MVCM1022-100 （双视角）X光机木箱（ 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.2.4,工控机（1 台）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.2.5,MVCM1022-100 （双视角）X光机木托（ 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.3.1,光电开关（接线）（3 个）,,杨智,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.3.2,反射板（3 块）,,杨智,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.3.3,智能上锁机补件（1 套）,,杨智,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.4.1,智能上锁机（1 套）,,,逾期,,,,,,,
7.1.3.2,入境托运行李先期机检系统,7.1.3.2.5,无源标签 2.00 盒,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.3,智能行李拦截服务平台,7.1.3.3.1,人脸识别系统软件 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.3,智能行李拦截服务平台,7.1.3.3.2,人脸识别应用服务器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
7.1.3.3,智能行李拦截服务平台,7.1.3.3.3,人脸识别数据库服务器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
7.1.3.3,智能行李拦截服务平台,7.1.3.3.4,人脸识别算法服务器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件华为算法服务器参数：12*3.5inch盘位主机；标配2颗kunpeng 920-5220(32核-2.6GHz)；2*32G 内存；可支持16个内存插槽；标配4*GE以太网＋双口万兆；9540  RAID卡；1*4T SATA  硬盘，可支持配置12块3.5inch托架的SATA/SAS硬盘；4*Atlas300I duo；标配2个2000W交流电源；无DVD；l导轨；2U机架式。,,,
7.1.3.4,集中审图系统升级,7.1.3.4.1,判图工作站 6.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.3.4,集中审图系统升级,7.1.3.4.2,集中审图升级 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.5,信息发布系统,7.1.3.5.1,国内转国际海关信息显示LED条屏 3.69 m²,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.5,信息发布系统,7.1.3.5.2,信息发布工作站 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.3.5,信息发布系统,7.1.3.5.3,信息发布系统管理软件 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.6,视频监控系统,7.1.3.6.1,半球网络高清摄像机 21.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.3.6,视频监控系统,7.1.3.6.2,人脸识别半球摄像机 11.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视注意事项：招标要求为枪型人脸摄像机，与货物名称半球不一致,,,
7.1.3.6,视频监控系统,7.1.3.6.3,枪型网络高清摄像机 23.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.3.6,视频监控系统,7.1.3.6.4,智能球型摄像机 5.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.3.6,视频监控系统,7.1.3.6.5,拾音器 17.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.6,视频监控系统,7.1.3.6.6,拾音器电源 17.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.6,视频监控系统,7.1.3.6.7,网络存储设备 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：大华、海康威视、宇视,,,
7.1.3.6,视频监控系统,7.1.3.6.8,光纤收发器 10.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.6,视频监控系统,7.1.3.6.9,4芯光缆（室内） 1480.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.6,视频监控系统,7.1.3.6.10,配线RVV2*1.0mm2 1700.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.3.6,视频监控系统,7.1.3.6.11,配线RYYP4*1.0mm2 360.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：德特威勒、耐克森、赛普,,,
7.1.3.6,视频监控系统,7.1.3.6.12.1,网线（16 箱）,,杨智,逾期,,,,,,,
7.1.3.6,视频监控系统,7.1.3.6.13.1,金属圆管（700 米）,,杨智,逾期,,,,,,,
7.1.3.6,视频监控系统,7.1.3.6.14,行李分拣区设备箱 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,注意事项：设备箱需根据现场实际情况调整,,,
7.1.3.7,综合布线系统,7.1.3.7.1,信息模块（六类） 164.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.7,综合布线系统,7.1.3.7.2,双口信息面板 94.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.7,综合布线系统,7.1.3.7.3,信息模块（光纤） 24.00 个,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.7,综合布线系统,7.1.3.7.4.1,网线（24 箱）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.5,4芯光缆（室内） 2000.00 m,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：泛达、康宁、康普,,,
7.1.3.7,综合布线系统,7.1.3.7.6.1,12芯室内光缆（2500 米）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.7.1,网络跳线（112 条）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.8.1,LC-LC光纤跳线（30 条）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.9.1,光纤配线架（3 个）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.10.1,网络配线架（14 个）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.10.2,理线器（14 个）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.11.1,金属圆管（4000 米）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.12.1,镀锌桥架（20 米）,,杨智,逾期,,,,,,,
7.1.3.7,综合布线系统,7.1.3.7.13,支架制作安装 48.00 kg,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.8,计算机网络系统,7.1.3.8.1,24口接入交换机 7.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.3.8,计算机网络系统,7.1.3.8.2,24口接入交换机（POE） 7.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：浪潮、华三、华为,,,
7.1.3.9,远程查验系统,7.1.3.9.1,远程查验系统软件 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.9,远程查验系统,7.1.3.9.2,应用服务器 2.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：华为、浪潮、联想注意事项：国产服务器，考虑国产中间件，国产数据库，国产操作系统等第三方软件,,,
7.1.3.9,远程查验系统,7.1.3.9.3,“中心”远程查验工作站 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,甲方品牌库：长城、华为、联想,,,
7.1.3.9,远程查验系统,7.1.3.9.4.1,MVCUS1315-C 海关行李智能查验台（带翻译机）（3 套）,,,逾期,,,,,,,
7.1.3.9,远程查验系统,7.1.3.9.4.2,MVCUS1315-C 海关行李智能查验台-胶垫（ 件）,,,逾期,,,,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.1,系统软件 1.00 套,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.2,海关智能储物柜（主柜） 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,,,,
7.1.3.10,海关智能库管系统,7.1.3.10.3,海关智能储物柜（副柜） 1.00 台,彭高红,彭高红,延期,2025-12-01,2025-12-31,31,注意事项：我们的小柜数量是18个,,,
